Age,Annual_Income_LPA,Loan_Amount_LPA,Loan_Term_Months,CIBIL_Score,Employment_Years,Existing_Loans,Education,Employment_Type,Property_Area,Gender,Dependents,Default,Loan_to_Income_Ratio,CIBIL_Band,LTI_Band
51,3.86,4.51,24,847,8,0,Post-Graduate,Self-Employed,Semi-Urban,Female,2,0,1.168,"800+
(Exceptional)",1-1.5x
52,6.31,18.5,48,752,17,1,Post-Graduate,Salaried,Urban,Male,2,0,2.932,"740-800
(Excellent)",2.5-3x
26,10.18,12.88,36,643,15,0,Graduate,Salaried,Urban,Male,1,0,1.265,"580-670
(Good)",1-1.5x
35,3.35,8.65,48,730,0,0,Post-Graduate,Salaried,Urban,Female,1,0,2.582,"670-740
(Very Good)",2.5-3x
32,5.98,8.53,24,710,1,1,Graduate,Salaried,Urban,Male,2,0,1.426,"670-740
(Very Good)",1-1.5x
30,11.19,31.52,48,633,13,3,Post-Graduate,Self-Employed,Urban,Female,2,0,2.817,"580-670
(Good)",2.5-3x
55,8.13,27.25,48,748,13,0,Graduate,Business,Rural,Male,2,0,3.352,"740-800
(Excellent)",>3x
33,13.16,42.42,36,721,0,1,Graduate,Salaried,Rural,Male,2,0,3.223,"670-740
(Very Good)",>3x
56,4.27,13.51,36,764,15,0,Graduate,Salaried,Urban,Female,1,0,3.164,"740-800
(Excellent)",>3x
56,2.0,2.31,24,735,14,0,Graduate,Self-Employed,Semi-Urban,Female,1,0,1.155,"670-740
(Very Good)",1-1.5x
22,6.77,5.48,60,667,14,0,Post-Graduate,Business,Urban,Female,2,0,0.809,"580-670
(Good)",<1x
61,7.46,21.98,36,781,11,0,Graduate,Self-Employed,Urban,Male,3,0,2.946,"740-800
(Excellent)",2.5-3x
43,13.64,24.4,60,670,15,0,Post-Graduate,Business,Urban,Male,0,0,1.789,"580-670
(Good)",1.5-2x
50,12.24,24.64,36,472,13,0,Graduate,Salaried,Rural,Male,0,0,2.013,"300-500
(Poor)",2-2.5x
29,8.28,5.04,48,730,14,2,Post-Graduate,Business,Rural,Female,3,0,0.609,"670-740
(Very Good)",<1x
32,9.5,13.38,48,675,14,0,Under-Graduate,Salaried,Urban,Female,0,0,1.408,"670-740
(Very Good)",1-1.5x
58,5.35,3.31,48,750,18,1,Graduate,Salaried,Urban,Male,2,0,0.619,"740-800
(Excellent)",<1x
35,2.89,10.34,60,879,7,0,Post-Graduate,Salaried,Urban,Female,1,0,3.578,"800+
(Exceptional)",>3x
51,6.44,8.71,36,882,1,1,Graduate,Salaried,Semi-Urban,Female,0,0,1.352,"800+
(Exceptional)",1-1.5x
56,10.82,26.52,24,706,1,1,Post-Graduate,Business,Semi-Urban,Female,0,0,2.451,"670-740
(Very Good)",2-2.5x
42,8.9,5.66,48,653,9,0,Graduate,Business,Urban,Male,0,0,0.636,"580-670
(Good)",<1x
58,9.9,28.06,48,766,2,0,Post-Graduate,Salaried,Semi-Urban,Male,0,0,2.834,"740-800
(Excellent)",2.5-3x
26,4.64,7.57,36,690,16,1,Post-Graduate,Salaried,Urban,Female,1,0,1.631,"670-740
(Very Good)",1.5-2x
40,5.12,18.65,24,751,7,2,Diploma,Salaried,Rural,Male,2,0,3.643,"740-800
(Excellent)",>3x
35,8.02,28.94,36,667,3,0,Post-Graduate,Salaried,Semi-Urban,Female,3,0,3.608,"580-670
(Good)",>3x
47,4.32,7.08,36,740,13,0,Post-Graduate,Self-Employed,Urban,Female,1,0,1.639,"670-740
(Very Good)",1.5-2x
25,4.4,16.07,36,655,9,2,Graduate,Business,Semi-Urban,Female,1,0,3.652,"580-670
(Good)",>3x
46,7.17,28.58,36,814,0,0,Diploma,Freelance,Rural,Male,1,0,3.986,"800+
(Exceptional)",>3x
46,9.47,32.09,48,672,3,1,Under-Graduate,Self-Employed,Urban,Male,1,0,3.389,"670-740
(Very Good)",>3x
39,5.32,18.39,24,772,0,0,Graduate,Business,Urban,Male,1,0,3.457,"740-800
(Excellent)",>3x
61,2.99,4.1,36,618,16,0,Under-Graduate,Salaried,Rural,Male,0,0,1.371,"580-670
(Good)",1-1.5x
29,3.86,9.72,24,782,16,1,Graduate,Salaried,Urban,Male,0,0,2.518,"740-800
(Excellent)",2.5-3x
60,6.78,4.99,24,642,6,1,Under-Graduate,Salaried,Urban,Male,0,0,0.736,"580-670
(Good)",<1x
61,6.73,5.6,48,740,19,0,Under-Graduate,Self-Employed,Semi-Urban,Male,0,0,0.832,"670-740
(Very Good)",<1x
35,6.93,27.69,60,801,14,1,Graduate,Self-Employed,Rural,Male,2,0,3.996,"800+
(Exceptional)",>3x
53,8.2,13.47,36,704,12,2,Under-Graduate,Salaried,Semi-Urban,Male,0,0,1.643,"670-740
(Very Good)",1.5-2x
59,6.02,18.77,48,637,1,1,Graduate,Salaried,Rural,Male,2,0,3.118,"580-670
(Good)",>3x
54,7.03,23.36,48,759,18,0,Graduate,Salaried,Semi-Urban,Male,3,0,3.323,"740-800
(Excellent)",>3x
44,5.84,20.46,48,652,12,1,Graduate,Freelance,Urban,Female,3,1,3.503,"580-670
(Good)",>3x
36,11.95,47.7,24,687,10,1,Under-Graduate,Salaried,Semi-Urban,Male,3,0,3.992,"670-740
(Very Good)",>3x
54,14.17,19.06,60,741,14,2,Graduate,Business,Semi-Urban,Male,0,1,1.345,"740-800
(Excellent)",1-1.5x
46,2.94,1.89,36,828,9,1,Graduate,Business,Urban,Female,1,0,0.643,"800+
(Exceptional)",<1x
38,5.15,9.99,36,722,8,0,Under-Graduate,Salaried,Urban,Female,0,1,1.94,"670-740
(Very Good)",1.5-2x
54,6.12,5.85,12,721,8,1,Graduate,Self-Employed,Urban,Male,2,0,0.956,"670-740
(Very Good)",<1x
23,5.11,2.96,36,779,19,1,Graduate,Business,Semi-Urban,Female,2,0,0.579,"740-800
(Excellent)",<1x
35,17.59,30.98,24,724,0,0,Graduate,Salaried,Rural,Female,2,0,1.761,"670-740
(Very Good)",1.5-2x
61,6.86,22.25,24,770,16,1,Graduate,Freelance,Semi-Urban,Female,1,0,3.243,"740-800
(Excellent)",>3x
61,3.7,9.18,36,806,11,0,Post-Graduate,Salaried,Rural,Male,2,0,2.481,"800+
(Exceptional)",2-2.5x
60,8.58,13.68,48,693,9,1,Graduate,Salaried,Urban,Female,0,0,1.594,"670-740
(Very Good)",1.5-2x
27,7.06,19.7,48,457,4,0,Diploma,Business,Rural,Male,0,0,2.79,"300-500
(Poor)",2.5-3x
27,7.2,9.45,36,654,17,1,Under-Graduate,Business,Rural,Male,2,0,1.312,"580-670
(Good)",1-1.5x
24,17.75,9.77,48,816,14,2,Graduate,Freelance,Urban,Female,1,0,0.55,"800+
(Exceptional)",<1x
28,7.41,23.53,48,717,5,2,Graduate,Self-Employed,Rural,Male,3,0,3.175,"670-740
(Very Good)",>3x
29,5.0,13.42,48,692,6,2,Graduate,Freelance,Urban,Female,0,0,2.684,"670-740
(Very Good)",2.5-3x
36,1.86,5.89,24,813,16,3,Post-Graduate,Business,Rural,Male,2,0,3.167,"800+
(Exceptional)",>3x
50,5.43,3.46,48,711,5,0,Graduate,Business,Rural,Female,1,0,0.637,"670-740
(Very Good)",<1x
54,13.14,45.07,60,552,7,1,Graduate,Self-Employed,Semi-Urban,Male,2,0,3.43,"500-580
(Fair)",>3x
51,5.68,15.16,48,599,11,1,Under-Graduate,Salaried,Semi-Urban,Male,2,0,2.669,"580-670
(Good)",2.5-3x
60,1.56,3.86,36,753,13,2,Graduate,Freelance,Urban,Male,3,0,2.474,"740-800
(Excellent)",2-2.5x
48,4.45,11.95,36,714,11,0,Graduate,Salaried,Semi-Urban,Male,0,0,2.685,"670-740
(Very Good)",2.5-3x
57,10.88,38.36,36,836,9,3,Under-Graduate,Salaried,Urban,Male,3,1,3.526,"800+
(Exceptional)",>3x
50,8.32,21.25,36,661,19,1,Post-Graduate,Salaried,Semi-Urban,Female,0,0,2.554,"580-670
(Good)",2.5-3x
59,3.62,9.17,24,695,14,2,Graduate,Self-Employed,Semi-Urban,Male,0,0,2.533,"670-740
(Very Good)",2.5-3x
54,4.27,16.94,36,649,6,0,Post-Graduate,Salaried,Rural,Female,1,1,3.967,"580-670
(Good)",>3x
58,4.69,14.77,48,678,8,0,Graduate,Salaried,Urban,Male,2,0,3.149,"670-740
(Very Good)",>3x
48,4.03,8.25,48,568,9,2,Under-Graduate,Business,Rural,Male,1,0,2.047,"500-580
(Fair)",2-2.5x
54,1.78,5.3,24,689,9,0,Post-Graduate,Salaried,Rural,Female,2,0,2.978,"670-740
(Very Good)",2.5-3x
25,9.49,17.67,60,715,15,2,Under-Graduate,Self-Employed,Semi-Urban,Male,2,0,1.862,"670-740
(Very Good)",1.5-2x
43,12.76,16.6,36,709,6,0,Diploma,Salaried,Urban,Male,0,0,1.301,"670-740
(Very Good)",1-1.5x
23,2.41,6.24,48,891,4,1,Diploma,Salaried,Urban,Male,3,0,2.589,"800+
(Exceptional)",2.5-3x
31,12.66,47.46,48,866,2,0,Diploma,Salaried,Urban,Male,0,0,3.749,"800+
(Exceptional)",>3x
26,5.64,21.16,48,659,17,1,Post-Graduate,Self-Employed,Semi-Urban,Female,2,0,3.752,"580-670
(Good)",>3x
31,12.51,21.23,60,556,10,1,Graduate,Salaried,Semi-Urban,Female,0,0,1.697,"500-580
(Fair)",1.5-2x
54,6.14,14.41,36,712,14,0,Post-Graduate,Business,Rural,Male,1,1,2.347,"670-740
(Very Good)",2-2.5x
59,6.51,8.08,48,750,19,0,Post-Graduate,Salaried,Urban,Female,1,0,1.241,"740-800
(Excellent)",1-1.5x
34,7.5,29.89,24,651,4,0,Under-Graduate,Salaried,Urban,Male,0,0,3.985,"580-670
(Good)",>3x
52,3.73,14.67,48,655,11,1,Graduate,Salaried,Semi-Urban,Male,1,1,3.933,"580-670
(Good)",>3x
57,12.29,34.08,48,846,3,1,Diploma,Salaried,Rural,Female,0,0,2.773,"800+
(Exceptional)",2.5-3x
45,3.06,10.15,48,699,14,1,Under-Graduate,Business,Rural,Female,0,1,3.317,"670-740
(Very Good)",>3x
36,4.71,14.14,24,772,8,1,Diploma,Business,Rural,Female,0,0,3.002,"740-800
(Excellent)",>3x
50,8.22,21.18,48,645,6,1,Under-Graduate,Self-Employed,Urban,Female,1,0,2.577,"580-670
(Good)",2.5-3x
29,4.42,3.04,24,715,9,0,Graduate,Salaried,Semi-Urban,Female,2,0,0.688,"670-740
(Very Good)",<1x
26,9.57,20.02,12,693,12,0,Graduate,Salaried,Rural,Female,1,0,2.092,"670-740
(Very Good)",2-2.5x
50,13.7,39.21,48,665,7,0,Graduate,Salaried,Semi-Urban,Male,2,0,2.862,"580-670
(Good)",2.5-3x
25,11.02,31.64,36,812,11,3,Graduate,Freelance,Urban,Male,1,0,2.871,"800+
(Exceptional)",2.5-3x
33,1.88,3.4,48,608,18,2,Post-Graduate,Salaried,Urban,Male,2,0,1.809,"580-670
(Good)",1.5-2x
23,6.47,24.56,36,744,0,0,Under-Graduate,Self-Employed,Urban,Female,2,0,3.796,"740-800
(Excellent)",>3x
48,11.12,12.07,24,691,15,1,Under-Graduate,Salaried,Semi-Urban,Male,1,0,1.085,"670-740
(Very Good)",1-1.5x
52,2.72,6.12,48,753,16,2,Post-Graduate,Salaried,Urban,Male,2,0,2.25,"740-800
(Excellent)",2-2.5x
57,9.26,27.02,36,692,17,1,Graduate,Salaried,Urban,Male,0,0,2.918,"670-740
(Very Good)",2.5-3x
57,8.96,26.34,24,789,10,0,Graduate,Salaried,Urban,Female,2,1,2.94,"740-800
(Excellent)",2.5-3x
47,2.9,8.03,48,644,17,0,Graduate,Business,Semi-Urban,Female,2,0,2.769,"580-670
(Good)",2.5-3x
48,9.9,14.49,36,812,6,1,Graduate,Salaried,Urban,Male,0,0,1.464,"800+
(Exceptional)",1-1.5x
26,7.07,7.4,36,717,17,3,Post-Graduate,Self-Employed,Semi-Urban,Male,2,0,1.047,"670-740
(Very Good)",1-1.5x
41,8.86,24.15,36,613,7,1,Graduate,Salaried,Urban,Male,0,0,2.726,"580-670
(Good)",2.5-3x
32,3.36,8.73,48,774,5,0,Graduate,Freelance,Urban,Male,0,0,2.598,"740-800
(Excellent)",2.5-3x
31,6.57,7.41,48,704,6,0,Graduate,Salaried,Semi-Urban,Male,0,0,1.128,"670-740
(Very Good)",1-1.5x
61,2.16,6.41,48,583,9,2,Post-Graduate,Business,Urban,Female,2,0,2.968,"580-670
(Good)",2.5-3x
59,1.53,3.2,24,746,10,2,Post-Graduate,Business,Urban,Female,2,0,2.092,"740-800
(Excellent)",2-2.5x
27,6.53,18.53,48,800,12,1,Post-Graduate,Freelance,Urban,Male,2,0,2.838,"740-800
(Excellent)",2.5-3x
29,11.61,39.83,48,822,8,1,Graduate,Salaried,Rural,Male,0,1,3.431,"800+
(Exceptional)",>3x
44,6.98,7.64,48,689,6,0,Diploma,Self-Employed,Semi-Urban,Male,1,0,1.095,"670-740
(Very Good)",1-1.5x
47,5.78,3.28,36,731,8,2,Graduate,Salaried,Urban,Male,2,0,0.567,"670-740
(Very Good)",<1x
33,5.36,17.3,48,724,12,2,Post-Graduate,Salaried,Urban,Male,0,0,3.228,"670-740
(Very Good)",>3x
47,3.41,8.98,48,839,2,0,Under-Graduate,Salaried,Rural,Male,1,0,2.633,"800+
(Exceptional)",2.5-3x
34,5.25,15.48,24,655,2,1,Post-Graduate,Salaried,Semi-Urban,Male,0,0,2.949,"580-670
(Good)",2.5-3x
61,7.73,26.54,36,682,0,0,Diploma,Freelance,Urban,Female,0,0,3.433,"670-740
(Very Good)",>3x
39,4.62,15.29,48,653,19,0,Graduate,Salaried,Semi-Urban,Female,1,0,3.31,"580-670
(Good)",>3x
46,9.41,36.35,12,604,1,0,Post-Graduate,Self-Employed,Semi-Urban,Female,2,0,3.863,"580-670
(Good)",>3x
54,6.75,16.04,60,739,2,0,Graduate,Self-Employed,Semi-Urban,Male,0,0,2.376,"670-740
(Very Good)",2-2.5x
61,7.26,16.04,48,848,14,0,Post-Graduate,Salaried,Semi-Urban,Female,0,0,2.209,"800+
(Exceptional)",2-2.5x
33,10.23,19.5,36,704,5,1,Graduate,Self-Employed,Urban,Female,0,0,1.906,"670-740
(Very Good)",1.5-2x
57,4.37,4.54,24,649,12,1,Graduate,Salaried,Urban,Male,0,0,1.039,"580-670
(Good)",1-1.5x
25,8.91,22.31,24,734,0,1,Post-Graduate,Self-Employed,Rural,Male,0,0,2.504,"670-740
(Very Good)",2.5-3x
26,4.76,7.0,60,767,19,0,Post-Graduate,Salaried,Semi-Urban,Male,1,0,1.471,"740-800
(Excellent)",1-1.5x
58,7.36,27.41,24,707,18,0,Graduate,Freelance,Urban,Male,2,0,3.724,"670-740
(Very Good)",>3x
29,4.07,10.34,48,832,0,1,Post-Graduate,Business,Rural,Male,1,0,2.541,"800+
(Exceptional)",2.5-3x
49,3.47,8.94,36,655,1,0,Post-Graduate,Freelance,Rural,Male,2,0,2.576,"580-670
(Good)",2.5-3x
52,6.34,11.05,24,697,14,0,Graduate,Salaried,Rural,Male,2,0,1.743,"670-740
(Very Good)",1.5-2x
30,1.94,1.32,12,743,13,2,Post-Graduate,Salaried,Rural,Male,0,0,0.68,"740-800
(Excellent)",<1x
50,5.02,3.07,36,751,18,1,Under-Graduate,Salaried,Rural,Male,0,0,0.612,"740-800
(Excellent)",<1x
35,2.29,4.54,60,723,10,2,Post-Graduate,Salaried,Urban,Female,2,0,1.983,"670-740
(Very Good)",1.5-2x
61,9.58,7.63,36,617,14,1,Graduate,Salaried,Rural,Male,0,0,0.796,"580-670
(Good)",<1x
43,11.27,29.57,36,900,5,0,Graduate,Self-Employed,Rural,Female,0,1,2.624,"800+
(Exceptional)",2.5-3x
32,3.57,12.79,36,701,19,1,Post-Graduate,Salaried,Urban,Male,0,0,3.583,"670-740
(Very Good)",>3x
44,7.76,27.86,36,728,8,0,Diploma,Salaried,Urban,Male,1,0,3.59,"670-740
(Very Good)",>3x
22,10.29,28.88,36,769,4,1,Post-Graduate,Business,Rural,Male,1,0,2.807,"740-800
(Excellent)",2.5-3x
58,10.31,12.78,48,669,19,0,Graduate,Self-Employed,Urban,Male,3,0,1.24,"580-670
(Good)",1-1.5x
42,6.82,24.01,36,724,1,2,Post-Graduate,Salaried,Rural,Male,2,1,3.521,"670-740
(Very Good)",>3x
47,9.32,33.56,36,665,5,0,Under-Graduate,Salaried,Urban,Male,1,0,3.601,"580-670
(Good)",>3x
57,4.06,4.82,24,753,17,2,Graduate,Salaried,Urban,Male,1,0,1.187,"740-800
(Excellent)",1-1.5x
44,6.31,19.44,60,697,18,2,Diploma,Salaried,Semi-Urban,Female,0,0,3.081,"670-740
(Very Good)",>3x
22,4.53,6.81,24,741,8,1,Diploma,Self-Employed,Urban,Male,0,0,1.503,"740-800
(Excellent)",1.5-2x
61,3.86,12.77,12,636,5,1,Graduate,Salaried,Semi-Urban,Female,0,1,3.308,"580-670
(Good)",>3x
36,6.13,24.46,48,653,13,1,Diploma,Business,Semi-Urban,Male,0,0,3.99,"580-670
(Good)",>3x
42,7.39,4.47,36,610,12,2,Graduate,Business,Urban,Male,0,0,0.605,"580-670
(Good)",<1x
30,12.06,43.91,36,663,10,1,Under-Graduate,Self-Employed,Urban,Male,0,1,3.641,"580-670
(Good)",>3x
30,7.03,18.83,36,514,11,2,Graduate,Salaried,Urban,Female,0,0,2.679,"500-580
(Fair)",2.5-3x
31,8.82,34.46,48,695,18,1,Graduate,Salaried,Urban,Female,3,0,3.907,"670-740
(Very Good)",>3x
47,8.88,18.89,24,677,18,3,Post-Graduate,Business,Semi-Urban,Female,1,0,2.127,"670-740
(Very Good)",2-2.5x
56,30.09,104.29,48,732,18,1,Under-Graduate,Salaried,Urban,Male,3,0,3.466,"670-740
(Very Good)",>3x
46,2.03,1.46,36,723,12,1,Graduate,Salaried,Urban,Female,1,0,0.719,"670-740
(Very Good)",<1x
47,3.97,6.64,36,820,13,2,Post-Graduate,Salaried,Semi-Urban,Male,1,0,1.673,"800+
(Exceptional)",1.5-2x
32,14.53,10.67,36,900,17,2,Graduate,Salaried,Urban,Female,0,0,0.734,"800+
(Exceptional)",<1x
59,4.86,19.02,24,811,11,1,Graduate,Business,Urban,Male,0,0,3.914,"800+
(Exceptional)",>3x
23,10.21,34.3,48,683,3,0,Graduate,Salaried,Urban,Male,0,1,3.359,"670-740
(Very Good)",>3x
28,6.89,24.0,36,680,9,1,Post-Graduate,Salaried,Rural,Male,3,0,3.483,"670-740
(Very Good)",>3x
39,21.22,80.27,36,789,16,3,Graduate,Salaried,Rural,Male,3,0,3.783,"740-800
(Excellent)",>3x
48,3.08,2.46,36,585,3,2,Graduate,Self-Employed,Rural,Female,0,0,0.799,"580-670
(Good)",<1x
55,12.49,23.1,60,694,11,2,Graduate,Business,Urban,Female,0,0,1.849,"670-740
(Very Good)",1.5-2x
48,17.14,12.83,36,700,12,0,Graduate,Business,Urban,Male,1,0,0.749,"670-740
(Very Good)",<1x
38,3.26,4.04,60,766,3,1,Post-Graduate,Salaried,Semi-Urban,Female,0,1,1.239,"740-800
(Excellent)",1-1.5x
45,9.6,12.51,36,769,9,1,Diploma,Salaried,Semi-Urban,Female,1,0,1.303,"740-800
(Excellent)",1-1.5x
46,3.36,7.2,12,660,2,2,Graduate,Salaried,Rural,Male,0,0,2.143,"580-670
(Good)",2-2.5x
28,6.11,8.8,24,686,14,0,Diploma,Self-Employed,Urban,Male,1,0,1.44,"670-740
(Very Good)",1-1.5x
27,5.14,4.39,36,755,1,2,Under-Graduate,Self-Employed,Urban,Male,0,0,0.854,"740-800
(Excellent)",<1x
45,1.42,1.54,24,656,16,1,Post-Graduate,Self-Employed,Semi-Urban,Male,1,0,1.085,"580-670
(Good)",1-1.5x
54,7.74,7.86,12,816,5,0,Post-Graduate,Salaried,Rural,Male,0,0,1.016,"800+
(Exceptional)",1-1.5x
50,6.54,25.54,60,768,7,0,Under-Graduate,Self-Employed,Rural,Male,1,0,3.905,"740-800
(Excellent)",>3x
43,14.57,46.01,48,733,2,0,Graduate,Salaried,Semi-Urban,Male,3,0,3.158,"670-740
(Very Good)",>3x
47,8.66,33.66,48,751,17,1,Post-Graduate,Business,Rural,Male,0,0,3.887,"740-800
(Excellent)",>3x
49,23.72,48.37,24,682,0,0,Post-Graduate,Salaried,Semi-Urban,Female,2,0,2.039,"670-740
(Very Good)",2-2.5x
42,6.4,9.44,24,669,15,0,Post-Graduate,Self-Employed,Rural,Male,2,0,1.475,"580-670
(Good)",1-1.5x
28,5.63,18.55,12,686,6,2,Under-Graduate,Salaried,Rural,Male,3,0,3.295,"670-740
(Very Good)",>3x
38,5.37,8.82,48,759,2,0,Graduate,Salaried,Rural,Male,2,0,1.642,"740-800
(Excellent)",1.5-2x
41,4.61,7.14,60,736,3,0,Post-Graduate,Self-Employed,Urban,Male,2,0,1.549,"670-740
(Very Good)",1.5-2x
41,1.6,2.1,36,686,8,1,Post-Graduate,Salaried,Urban,Male,2,0,1.312,"670-740
(Very Good)",1-1.5x
43,5.26,5.02,24,779,4,1,Graduate,Business,Semi-Urban,Male,0,0,0.954,"740-800
(Excellent)",<1x
49,1.74,2.43,36,706,18,2,Graduate,Self-Employed,Semi-Urban,Male,1,0,1.397,"670-740
(Very Good)",1-1.5x
61,7.87,13.72,36,664,14,1,Post-Graduate,Self-Employed,Rural,Male,3,0,1.743,"580-670
(Good)",1.5-2x
28,2.85,8.15,36,740,7,2,Under-Graduate,Salaried,Urban,Male,2,0,2.86,"670-740
(Very Good)",2.5-3x
22,3.51,2.52,36,638,5,1,Post-Graduate,Salaried,Urban,Male,3,0,0.718,"580-670
(Good)",<1x
53,4.02,4.97,48,585,17,0,Under-Graduate,Self-Employed,Semi-Urban,Female,2,0,1.236,"580-670
(Good)",1-1.5x
34,5.31,17.69,24,719,18,0,Graduate,Salaried,Urban,Male,2,0,3.331,"670-740
(Very Good)",>3x
51,6.02,6.11,12,667,14,1,Graduate,Self-Employed,Urban,Male,2,0,1.015,"580-670
(Good)",1-1.5x
44,11.5,19.54,60,699,6,0,Graduate,Salaried,Urban,Male,2,0,1.699,"670-740
(Very Good)",1.5-2x
40,4.24,14.95,24,642,9,1,Graduate,Salaried,Semi-Urban,Female,1,0,3.526,"580-670
(Good)",>3x
53,8.0,8.34,12,816,5,1,Graduate,Salaried,Urban,Male,3,0,1.042,"800+
(Exceptional)",1-1.5x
51,30.89,24.39,24,667,13,0,Graduate,Salaried,Rural,Female,2,0,0.79,"580-670
(Good)",<1x
50,7.52,16.51,12,685,16,0,Under-Graduate,Salaried,Urban,Female,2,0,2.195,"670-740
(Very Good)",2-2.5x
50,5.38,8.38,36,750,8,0,Under-Graduate,Self-Employed,Rural,Male,2,0,1.558,"740-800
(Excellent)",1.5-2x
51,3.76,9.29,48,609,18,1,Graduate,Business,Semi-Urban,Male,0,0,2.471,"580-670
(Good)",2-2.5x
37,5.34,17.69,36,603,4,1,Graduate,Salaried,Urban,Male,0,0,3.313,"580-670
(Good)",>3x
61,3.53,3.46,36,750,6,1,Graduate,Freelance,Urban,Male,3,0,0.98,"740-800
(Excellent)",<1x
40,7.05,17.85,48,684,18,0,Post-Graduate,Salaried,Urban,Male,1,0,2.532,"670-740
(Very Good)",2.5-3x
39,6.38,14.48,36,647,19,1,Graduate,Business,Semi-Urban,Male,0,0,2.27,"580-670
(Good)",2-2.5x
22,1.64,1.65,48,768,6,2,Graduate,Self-Employed,Urban,Male,0,0,1.006,"740-800
(Excellent)",1-1.5x
35,5.93,15.92,48,655,1,0,Diploma,Self-Employed,Urban,Male,2,1,2.685,"580-670
(Good)",2.5-3x
23,11.44,16.68,12,698,15,1,Under-Graduate,Salaried,Semi-Urban,Female,2,0,1.458,"670-740
(Very Good)",1-1.5x
49,4.72,10.42,48,648,12,3,Graduate,Salaried,Urban,Male,2,0,2.208,"580-670
(Good)",2-2.5x
51,4.06,3.2,36,744,7,0,Graduate,Salaried,Urban,Female,1,0,0.788,"740-800
(Excellent)",<1x
59,2.63,5.55,60,826,5,1,Graduate,Self-Employed,Semi-Urban,Female,1,0,2.11,"800+
(Exceptional)",2-2.5x
25,1.97,3.1,36,571,5,0,Under-Graduate,Salaried,Rural,Female,0,1,1.574,"500-580
(Fair)",1.5-2x
22,9.88,33.38,60,729,8,1,Post-Graduate,Business,Urban,Female,0,0,3.379,"670-740
(Very Good)",>3x
29,5.38,3.76,48,788,3,0,Graduate,Salaried,Urban,Male,2,0,0.699,"740-800
(Excellent)",<1x
50,9.54,18.75,24,686,10,3,Under-Graduate,Business,Rural,Male,0,0,1.965,"670-740
(Very Good)",1.5-2x
60,15.04,31.65,36,629,4,1,Graduate,Salaried,Urban,Male,1,0,2.104,"580-670
(Good)",2-2.5x
24,10.43,31.68,60,753,16,2,Graduate,Salaried,Rural,Male,1,1,3.037,"740-800
(Excellent)",>3x
53,4.33,10.87,48,800,19,1,Graduate,Salaried,Urban,Female,1,0,2.51,"740-800
(Excellent)",2.5-3x
31,6.54,18.54,12,791,6,1,Post-Graduate,Salaried,Rural,Female,3,1,2.835,"740-800
(Excellent)",2.5-3x
31,4.15,13.36,48,749,14,1,Graduate,Salaried,Urban,Male,0,0,3.219,"740-800
(Excellent)",>3x
40,3.92,13.79,36,727,14,2,Graduate,Business,Rural,Male,2,0,3.518,"670-740
(Very Good)",>3x
55,7.37,11.78,12,648,13,3,Graduate,Salaried,Urban,Male,0,0,1.598,"580-670
(Good)",1.5-2x
54,3.64,8.67,36,789,12,1,Graduate,Salaried,Semi-Urban,Male,0,0,2.382,"740-800
(Excellent)",2-2.5x
44,1.59,5.47,24,784,10,3,Under-Graduate,Business,Urban,Male,1,0,3.44,"740-800
(Excellent)",>3x
49,3.52,13.95,48,628,12,1,Graduate,Salaried,Urban,Male,0,0,3.963,"580-670
(Good)",>3x
53,4.99,18.03,36,749,8,1,Graduate,Freelance,Semi-Urban,Female,2,0,3.613,"740-800
(Excellent)",>3x
28,14.95,26.91,48,772,9,1,Post-Graduate,Freelance,Semi-Urban,Male,1,0,1.8,"740-800
(Excellent)",1.5-2x
50,4.47,5.29,12,790,3,0,Under-Graduate,Salaried,Rural,Female,0,0,1.183,"740-800
(Excellent)",1-1.5x
29,8.16,18.06,36,714,16,0,Under-Graduate,Salaried,Urban,Female,0,0,2.213,"670-740
(Very Good)",2-2.5x
22,5.42,16.78,24,651,13,0,Post-Graduate,Salaried,Rural,Female,1,0,3.096,"580-670
(Good)",>3x
24,12.52,27.84,24,679,17,1,Graduate,Business,Urban,Male,2,0,2.224,"670-740
(Very Good)",2-2.5x
45,12.01,26.32,12,639,10,0,Under-Graduate,Self-Employed,Rural,Female,1,0,2.192,"580-670
(Good)",2-2.5x
44,12.15,41.72,24,715,15,1,Post-Graduate,Self-Employed,Rural,Female,1,0,3.434,"670-740
(Very Good)",>3x
29,2.12,3.74,36,700,0,3,Graduate,Business,Urban,Male,2,0,1.764,"670-740
(Very Good)",1.5-2x
58,6.79,23.83,24,891,6,0,Diploma,Salaried,Rural,Male,1,0,3.51,"800+
(Exceptional)",>3x
24,9.46,18.2,36,791,9,1,Graduate,Business,Rural,Female,0,0,1.924,"740-800
(Excellent)",1.5-2x
54,7.54,12.43,36,797,8,0,Diploma,Self-Employed,Urban,Male,1,0,1.649,"740-800
(Excellent)",1.5-2x
49,8.79,18.36,48,757,2,0,Under-Graduate,Self-Employed,Semi-Urban,Male,1,0,2.089,"740-800
(Excellent)",2-2.5x
29,6.21,19.68,60,690,13,2,Post-Graduate,Business,Urban,Male,2,0,3.169,"670-740
(Very Good)",>3x
55,3.84,3.61,36,697,14,1,Diploma,Self-Employed,Rural,Female,1,0,0.94,"670-740
(Very Good)",<1x
